respondent_id,age,gender,state,education,employment_status,income,household_size,survey_weight,satisfaction_score,survey_date
RSP-2025-00515,58,Other,Tamil Nadu,Higher Secondary,Retired,31155.47,2,60.9203,1.0,2024-06-21
RSP-2025-00516,59,Male,Maharashtra,Postgraduate,Employed,27212.96,4,91.4653,8.0,2024-05-12
RSP-2025-00517,46,Male,Karnataka,Secondary,Employed,14271.39,4,77.7881,4.0,2024-03-18
RSP-2025-00518,59,Male,Tamil Nadu,Secondary,Employed,62772.99,7,46.9041,5.0,2024-02-22
RSP-2025-00519,75,Female,Tamil Nadu,Postgraduate,Employed,41442.28,2,73.9136,6.0,2024-03-02
RSP-2025-00520,61,Male,Bihar,Secondary,Retired,18781.01,1,94.1659,3.0,2024-01-23
RSP-2025-00521,35,Male,Tamil Nadu,None,Unemployed,0.0,5,15.3474,5.0,2024-02-13
RSP-2025-00522,50,Male,Tamil Nadu,Graduate,Unemployed,0.0,4,11.7823,10.0,2024-02-21
RSP-2025-00523,33,Male,Uttar Pradesh,None,Self-Employed,16182.69,2,62.9487,5.0,2024-02-15
RSP-2025-00524,34,Female,Karnataka,Primary,Employed,,7,25.5953,1.0,2024-05-26
RSP-2025-00525,71,Female,Karnataka,Higher Secondary,Unemployed,0.0,4,86.5674,3.0,2024-03-24
RSP-2025-00526,32,Male,Karnataka,Primary,Employed,36552.42,5,35.009,3.0,2024-02-16
RSP-2025-00527,61,Male,West Bengal,Higher Secondary,Unemployed,0.0,5,60.0615,1.0,2024-03-31
RSP-2025-00528,63,Female,Gujarat,Graduate,Retired,12106.67,2,33.1333,7.0,2024-02-21
RSP-2025-00529,28,Male,Karnataka,Secondary,Self-Employed,6980.44,4,73.3014,1.0,2024-01-24
RSP-2025-00530,29,Male,Tamil Nadu,None,Employed,25439.41,7,23.7881,7.0,2024-05-24
RSP-2025-00531,45,Female,Tamil Nadu,Postgraduate,Student,0.0,3,13.1457,4.0,2024-03-29
RSP-2025-00532,15,Female,Karnataka,None,Employed,21756.06,7,16.3546,9.0,2024-06-22
RSP-2025-00533,68,Male,Bihar,Graduate,Employed,13661.33,8,119.7626,7.0,2024-03-04
RSP-2025-00534,17,Female,Karnataka,Primary,Employed,12557.18,5,26.7918,5.0,2024-04-28
RSP-2025-00535,30,Male,Tamil Nadu,Postgraduate,Employed,36382.4,3,91.6208,7.0,2024-06-04
RSP-2025-00536,71,Female,West Bengal,Secondary,Unemployed,,4,18.2776,9.0,2024-06-26
RSP-2025-00537,26,Male,Maharashtra,Graduate,Self-Employed,33045.24,2,22.8844,10.0,2024-03-04
RSP-2025-00538,30,Male,Maharashtra,Postgraduate,Retired,15132.32,3,68.7663,6.0,2024-06-04
RSP-2025-00539,38,Male,Karnataka,Graduate,Unemployed,0.0,5,63.7277,1.0,2024-03-26
RSP-2025-00540,42,Female,Uttar Pradesh,Graduate,Unemployed,0.0,4,119.4559,6.0,2024-02-25
RSP-2025-00541,22,Female,Karnataka,Secondary,Employed,39379.78,3,118.6837,1.0,2024-02-28
RSP-2025-00542,50,Male,Bihar,Higher Secondary,Employed,20577.04,5,99.7652,4.0,2024-05-12
RSP-2025-00543,22,Male,Karnataka,Postgraduate,Unemployed,0.0,4,79.4407,8.0,2024-06-20
RSP-2025-00544,72,Female,Maharashtra,Secondary,Employed,23007.32,6,62.593,5.0,2024-06-18
RSP-2025-00545,74,Male,Tamil Nadu,Graduate,Student,0.0,8,51.2824,5.0,2024-05-04
RSP-2025-00546,64,Male,Karnataka,Secondary,Employed,21771.41,1,118.9415,10.0,2024-02-16
RSP-2025-00547,42,Female,Tamil Nadu,Higher Secondary,Employed,24177.61,5,79.5331,8.0,2024-04-30
RSP-2025-00548,55,Male,Tamil Nadu,None,Employed,30879.9,2,76.8038,8.0,2024-06-01
RSP-2025-00549,78,Female,Uttar Pradesh,Postgraduate,Employed,14105.45,5,37.0527,1.0,2024-04-11
RSP-2025-00550,41,Female,Tamil Nadu,Higher Secondary,Employed,13900.48,1,15.8469,5.0,2024-02-13
RSP-2025-00551,77,Male,Maharashtra,Primary,Self-Employed,10910.13,2,118.7241,5.0,2024-01-15
RSP-2025-00552,31,Male,West Bengal,Postgraduate,Employed,,3,46.4227,8.0,2024-04-14
RSP-2025-00553,47,Male,West Bengal,Higher Secondary,Self-Employed,12194.82,4,61.1764,1.0,2024-02-20
RSP-2025-00554,43,Female,Gujarat,Graduate,Employed,29841.36,1,23.6263,7.0,2024-02-22
RSP-2025-00555,27,Female,Bihar,Postgraduate,Employed,15058.35,3,106.3278,7.0,2024-02-03
RSP-2025-00556,60,Female,Karnataka,Postgraduate,Employed,37565.8,6,13.6638,9.0,2024-05-03
RSP-2025-00557,49,Male,Bihar,Secondary,Student,0.0,6,105.9919,2.0,2024-03-17
RSP-2025-00558,20,Female,Maharashtra,Graduate,Employed,7483.62,7,26.5626,3.0,2024-05-15
RSP-2025-00559,83,Female,Tamil Nadu,Primary,Self-Employed,41181.08,5,112.0116,4.0,2024-05-02
RSP-2025-00560,61,Female,West Bengal,None,Employed,45570.65,3,94.059,1.0,2024-03-10
RSP-2025-00561,39,Female,Bihar,Higher Secondary,Self-Employed,,6,29.3547,7.0,2024-01-21
RSP-2025-00562,80,Female,Maharashtra,Secondary,Employed,35352.5,5,75.2862,10.0,2024-04-17
RSP-2025-00563,24,Female,West Bengal,Higher Secondary,Self-Employed,15417.77,4,46.2991,3.0,2024-04-17
RSP-2025-00564,70,Female,Tamil Nadu,Primary,Unemployed,0.0,6,30.9077,,2024-05-14
RSP-2025-00565,44,Male,Bihar,Primary,Retired,11826.24,3,108.8764,3.0,2024-03-30
RSP-2025-00566,19,Male,West Bengal,Postgraduate,Employed,8387.36,3,56.7034,8.0,2024-03-19
RSP-2025-00567,47,Female,Karnataka,Primary,Employed,20976.73,5,56.1333,9.0,2024-06-25
RSP-2025-00568,79,Male,Karnataka,Higher Secondary,Employed,24824.25,7,29.952,10.0,2024-02-11
RSP-2025-00569,32,Female,Gujarat,Graduate,Student,0.0,4,54.361,,2024-05-30
RSP-2025-00570,63,Other,Gujarat,Graduate,Unemployed,1246.1260000000002,5,110.3001,10.0,2024-02-21
RSP-2025-00571,25,Female,West Bengal,Postgraduate,Self-Employed,20745.11,4,52.0782,10.0,2024-04-11
RSP-2025-00572,40,Male,Maharashtra,None,Employed,32049.65,9,119.4586,1.0,2024-04-14
RSP-2025-00573,77,Male,Karnataka,Higher Secondary,Employed,26129.48,2,118.8524,9.0,2024-03-19
RSP-2025-00574,73,Male,Maharashtra,Higher Secondary,Employed,30291.6,4,27.0909,6.0,2024-04-21
RSP-2025-00575,41,Female,Maharashtra,Primary,Retired,17403.47,5,30.8021,9.0,2024-04-13
RSP-2025-00576,63,Female,West Bengal,Higher Secondary,Self-Employed,57619.52,8,109.2762,6.0,2024-01-16
RSP-2025-00577,47,Female,Maharashtra,Secondary,Retired,12525.07,3,55.4711,2.0,2024-04-05
RSP-2025-00578,15,Male,Karnataka,None,Employed,36934.97,3,11.0008,1.0,2024-02-06
RSP-2025-00579,35,Female,Tamil Nadu,Primary,Self-Employed,58001.79,2,41.8583,8.0,2024-05-25
RSP-2025-00580,69,Female,Gujarat,Secondary,Self-Employed,36775.61,7,78.9285,3.0,2024-05-27
RSP-2025-00581,20,Male,Tamil Nadu,Postgraduate,Employed,23584.84,2,102.016,1.0,2024-02-15
RSP-2025-00582,83,Female,Maharashtra,Graduate,Student,0.0,6,25.773,8.0,2024-01-02
RSP-2025-00583,19,Male,Tamil Nadu,Postgraduate,Retired,52757.28,5,23.157,1.0,2024-04-28
RSP-2025-00584,17,Male,Karnataka,Graduate,Student,1066.867,7,116.0796,8.0,2024-03-27
RSP-2025-00585,67,Female,Karnataka,Postgraduate,Self-Employed,14320.1,4,96.5065,1.0,2024-04-03
RSP-2025-00586,37,Male,Maharashtra,Higher Secondary,Employed,20776.7,1,78.0298,9.0,2024-01-03
RSP-2025-00587,67,Female,West Bengal,Secondary,Employed,60142.68,4,98.5719,9.0,2024-06-22
RSP-2025-00588,51,Female,Tamil Nadu,Graduate,Retired,34435.7,6,59.6038,9.0,2024-04-20
RSP-2025-00589,31,Female,West Bengal,Primary,Employed,14339.46,1,97.3432,3.0,2024-06-25
RSP-2025-00590,15,Male,West Bengal,Secondary,Self-Employed,21989.05,7,53.0714,4.0,2024-01-01
RSP-2025-00591,65,Female,Uttar Pradesh,Primary,Self-Employed,18046.19,4,38.4488,5.0,2024-04-14
RSP-2025-00592,59,Female,Maharashtra,Secondary,Self-Employed,16960.41,2,93.972,6.0,2024-01-22
RSP-2025-00593,18,Female,Gujarat,Secondary,Retired,50831.84,3,58.5525,9.0,2024-05-21
RSP-2025-00594,76,Male,Karnataka,Postgraduate,Employed,11029.92,4,122.8677,4.0,2024-06-21
RSP-2025-00595,79,Male,Karnataka,Graduate,Employed,76550.62,3,50.5161,6.0,2024-05-13
RSP-2025-00596,46,Female,Maharashtra,Graduate,Employed,46089.91,5,116.0378,1.0,2024-03-05
RSP-2025-00597,48,Male,Bihar,Secondary,Employed,,4,117.3242,2.0,2024-01-21
RSP-2025-00598,53,Female,Bihar,Higher Secondary,Employed,19912.23,2,38.1922,8.0,2024-01-04
RSP-2025-00599,40,Female,Bihar,Higher Secondary,Employed,24404.88,3,101.8963,4.0,2024-05-10
RSP-2025-00600,48,Female,Gujarat,Primary,Student,0.0,5,60.087,10.0,2024-04-22
RSP-2025-00601,68,Female,Karnataka,Primary,Retired,19129.17,2,115.5566,7.0,2024-01-30
RSP-2025-00602,17,Female,Maharashtra,Postgraduate,Employed,37081.58,3,62.0392,4.0,2024-01-31
RSP-2025-00603,64,Female,Karnataka,Secondary,Employed,62469.95,8,95.7228,9.0,2024-06-10
RSP-2025-00604,26,Female,West Bengal,Primary,Retired,13099.75,4,63.9678,9.0,2024-01-20
RSP-2025-00605,79,Female,Tamil Nadu,Primary,Employed,21214.1,3,36.5832,4.0,2024-02-23
RSP-2025-00606,68,Male,Tamil Nadu,None,Employed,24383.34,8,33.3256,8.0,2024-05-05
RSP-2025-00607,19,Male,Karnataka,Secondary,Employed,10858.86,6,59.2119,6.0,2024-06-01
RSP-2025-00608,71,Female,Uttar Pradesh,Postgraduate,Unemployed,0.0,3,97.0041,1.0,2024-01-15
RSP-2025-00609,31,Male,Gujarat,Primary,Employed,16804.57,5,79.7807,7.0,2024-06-14
RSP-2025-00610,61,Male,Bihar,Postgraduate,Retired,23694.45,3,89.3481,1.0,2024-05-30
RSP-2025-00611,37,Male,Gujarat,Graduate,Employed,20054.98,2,42.8264,3.0,2024-06-28
RSP-2025-00612,28,Female,Gujarat,Postgraduate,Unemployed,0.0,2,65.6243,8.0,2024-02-26
RSP-2025-00613,80,Female,West Bengal,Higher Secondary,Employed,26780.27,1,15.5833,9.0,2024-03-19
RSP-2025-00614,65,Female,Gujarat,Higher Secondary,Unemployed,0.0,3,104.1075,3.0,2024-06-28
RSP-2025-00615,52,Female,Tamil Nadu,Postgraduate,Self-Employed,21126.69,4,123.8427,1.0,2024-06-11
RSP-2025-00616,78,Female,West Bengal,Higher Secondary,Self-Employed,16755.8,1,57.0877,1.0,2024-01-14
RSP-2025-00617,52,Male,Maharashtra,Graduate,Self-Employed,33113.32,6,11.7553,7.0,2024-03-31
RSP-2025-00618,64,Female,Gujarat,Secondary,Unemployed,0.0,3,29.9413,5.0,2024-01-14
RSP-2025-00619,44,Male,Gujarat,Higher Secondary,Retired,29464.07,5,85.2143,1.0,2024-04-08
RSP-2025-00620,65,Female,Maharashtra,Higher Secondary,Student,0.0,4,80.5831,6.0,2024-02-02
RSP-2025-00621,77,Female,Gujarat,Postgraduate,Self-Employed,,5,100.7105,6.0,2024-06-28
RSP-2025-00622,66,Male,Maharashtra,Graduate,Employed,29808.38,3,39.5697,4.0,2024-01-01
RSP-2025-00623,52,Male,West Bengal,Secondary,Employed,13183.36,4,97.9359,7.0,2024-02-03
RSP-2025-00624,44,Male,Tamil Nadu,Postgraduate,Employed,10301.03,3,89.2742,7.0,2024-01-19
RSP-2025-00625,65,Male,Maharashtra,Postgraduate,Self-Employed,16637.4,6,47.4623,9.0,2024-05-31
RSP-2025-00626,19,Male,Uttar Pradesh,None,Employed,,2,72.9584,1.0,2024-01-04
RSP-2025-00627,43,Female,Maharashtra,Graduate,Employed,49886.73,7,27.3629,5.0,2024-06-12
RSP-2025-00628,18,Female,Gujarat,Secondary,Student,0.0,2,62.3186,10.0,2024-03-17
RSP-2025-00629,24,Female,Bihar,Graduate,Student,0.0,3,111.3971,3.0,2024-02-27
RSP-2025-00630,70,Female,Bihar,Secondary,Retired,23680.75,3,58.7264,7.0,2024-06-08
RSP-2025-00631,31,Female,West Bengal,Graduate,Employed,32731.89,4,106.6304,4.0,2024-05-16
RSP-2025-00632,31,Female,Karnataka,Postgraduate,Self-Employed,30154.77,3,78.084,4.0,2024-04-12
RSP-2025-00633,83,Male,West Bengal,Postgraduate,Employed,8115.52,4,32.4699,1.0,2024-03-07
RSP-2025-00634,48,Female,Karnataka,Primary,Employed,15082.55,4,77.0367,1.0,2024-04-25
RSP-2025-00635,20,Male,Bihar,Higher Secondary,Employed,25805.67,2,68.4351,10.0,2024-05-27
RSP-2025-00636,67,Female,Bihar,None,Employed,38123.61,3,56.1444,2.0,2024-04-29
RSP-2025-00637,80,Female,Maharashtra,Graduate,Employed,6454.4,3,24.1977,2.0,2024-01-22
RSP-2025-00638,57,Female,Tamil Nadu,None,Student,0.0,3,58.2131,1.0,2024-04-21
RSP-2025-00639,37,Male,Uttar Pradesh,Primary,Employed,29524.68,6,18.8313,8.0,2024-03-15
RSP-2025-00640,69,Female,West Bengal,Higher Secondary,Self-Employed,46734.96,1,21.8091,6.0,2024-06-24
RSP-2025-00641,30,Female,Gujarat,Graduate,Unemployed,0.0,2,58.1224,6.0,2024-05-15
RSP-2025-00642,22,Male,Karnataka,Secondary,Employed,39287.88,4,45.4662,10.0,2024-05-22
RSP-2025-00643,18,Male,Gujarat,Higher Secondary,Unemployed,0.0,1,116.4748,10.0,2024-02-01
RSP-2025-00644,18,Female,Tamil Nadu,Postgraduate,Employed,7783.79,5,53.5183,9.0,2024-03-07
RSP-2025-00645,70,Male,Karnataka,Primary,Unemployed,0.0,4,97.2748,5.0,2024-01-04
RSP-2025-00646,39,Female,West Bengal,Higher Secondary,Employed,51588.84,3,71.2133,4.0,2024-01-30
RSP-2025-00647,81,Male,Maharashtra,Higher Secondary,Employed,66552.44,11,91.1178,6.0,2024-01-13
RSP-2025-00648,81,Male,Gujarat,Postgraduate,Employed,42695.85,3,40.2833,8.0,2024-01-21
RSP-2025-00649,41,Female,Tamil Nadu,Graduate,Unemployed,0.0,6,118.3481,1.0,2024-02-10
RSP-2025-00650,46,Male,West Bengal,Secondary,Retired,34432.83,5,71.1951,7.0,2024-04-30
RSP-2025-00651,64,Female,Bihar,Postgraduate,Employed,18742.01,3,105.6866,8.0,2024-01-19
RSP-2025-00652,75,Male,Bihar,Secondary,Self-Employed,24722.3,4,52.2977,9.0,2024-02-17
RSP-2025-00653,65,Male,West Bengal,Graduate,Self-Employed,79610.02,7,21.9742,8.0,2024-03-26
RSP-2025-00654,33,Female,West Bengal,Higher Secondary,Retired,3062297.390442329,7,87.64,7.0,2024-03-03
RSP-2025-00655,35,Female,West Bengal,Secondary,Student,0.0,7,11.3885,3.0,2024-05-27
RSP-2025-00656,19,Female,Karnataka,Primary,Unemployed,0.0,2,64.921,2.0,2024-02-06
RSP-2025-00657,56,Female,West Bengal,Primary,Self-Employed,63673.95,5,32.5758,3.0,2024-01-31
RSP-2025-00658,75,Female,Gujarat,Postgraduate,Student,0.0,3,82.3345,4.0,2024-03-14
RSP-2025-00659,36,Male,Tamil Nadu,Graduate,Employed,39373.08,5,122.6436,4.0,2024-05-25
RSP-2025-00660,35,Male,Karnataka,Postgraduate,Employed,16665.56,4,63.6741,6.0,2024-04-16
RSP-2025-00661,84,Female,West Bengal,Postgraduate,Employed,10722.25,6,104.1036,7.0,2024-04-12
RSP-2025-00662,15,Female,Uttar Pradesh,None,Student,0.0,4,68.6413,4.0,2024-04-19
RSP-2025-00663,19,Female,Uttar Pradesh,Postgraduate,Student,,6,67.2737,10.0,2024-01-20
RSP-2025-00664,26,Male,Tamil Nadu,None,Employed,15534.03,5,117.0335,6.0,2024-05-18
RSP-2025-00665,60,Male,Bihar,Primary,Unemployed,0.0,2,112.4011,9.0,2024-03-26
RSP-2025-00666,48,Female,Maharashtra,Primary,Unemployed,0.0,1,100.4742,6.0,2024-02-13
RSP-2025-00667,63,Female,Maharashtra,Postgraduate,Employed,25416.84,1,44.4213,3.0,2024-03-22
RSP-2025-00668,59,Female,Bihar,Primary,Retired,38422.86,3,72.9035,1.0,2024-03-04
RSP-2025-00669,41,Female,Karnataka,Graduate,Employed,49873.07,5,36.1362,10.0,2024-05-01
RSP-2025-00670,40,Female,Karnataka,None,Employed,25884.0,4,61.3285,10.0,2024-06-10
RSP-2025-00671,61,Male,Karnataka,None,Unemployed,0.0,4,65.9424,5.0,2024-03-27
RSP-2025-00672,70,Male,Maharashtra,Postgraduate,Self-Employed,31124.56,4,105.7228,10.0,2024-03-05
RSP-2025-00673,77,Male,Uttar Pradesh,Primary,Employed,21478.82,3,113.0952,10.0,2024-02-24
RSP-2025-00674,62,Male,Maharashtra,Secondary,Self-Employed,,6,57.974,3.0,2024-03-14
RSP-2025-00675,75,Female,Gujarat,None,Unemployed,0.0,5,12.5272,8.0,2024-04-26
RSP-2025-00676,40,Male,West Bengal,Postgraduate,Employed,21619.45,6,109.1731,10.0,2024-05-08
RSP-2025-00677,50,Female,Karnataka,Postgraduate,Employed,,2,30.4549,1.0,2024-06-14
RSP-2025-00678,15,Male,Uttar Pradesh,Graduate,Unemployed,0.0,5,81.7055,2.0,2024-05-16
RSP-2025-00679,22,Male,Tamil Nadu,Higher Secondary,Employed,12499.08,6,13.3592,3.0,2024-04-04
RSP-2025-00680,66,Male,Tamil Nadu,Higher Secondary,Retired,30090.52,3,56.2435,3.0,2024-05-24
RSP-2025-00681,61,Male,West Bengal,None,Student,4162.662,5,123.3925,8.0,2024-04-08
RSP-2025-00682,70,Female,Uttar Pradesh,Graduate,Retired,72636.32,5,22.0294,5.0,2024-04-21
RSP-2025-00683,28,Male,Maharashtra,Graduate,Employed,47900.33,6,59.0129,8.0,2024-02-21
RSP-2025-00684,42,Female,Maharashtra,Graduate,Retired,44114.79,3,45.6687,6.0,2024-05-25
RSP-2025-00685,16,Male,Gujarat,None,Employed,27974.7,6,114.1326,2.0,2024-02-02
RSP-2025-00686,40,Male,Gujarat,Higher Secondary,Employed,34627.48,11,110.0394,4.0,2024-01-04
RSP-2025-00687,28,Male,Maharashtra,Graduate,Employed,60607.76,6,37.7165,9.0,2024-03-27
RSP-2025-00688,73,Female,Tamil Nadu,Primary,Employed,11312.85,5,19.796,4.0,2024-03-15
RSP-2025-00689,70,Female,Karnataka,Postgraduate,Self-Employed,21436.8,5,82.3073,5.0,2024-06-28
RSP-2025-00690,21,Male,Tamil Nadu,Postgraduate,Unemployed,0.0,5,49.0142,5.0,2024-01-09
RSP-2025-00691,17,Male,Gujarat,Secondary,Employed,34421.94,2,87.4537,10.0,2024-03-04
RSP-2025-00692,37,Female,West Bengal,Secondary,Self-Employed,59852.86,11,14.1777,8.0,2024-01-30
RSP-2025-00693,32,Male,Maharashtra,None,Employed,18250.85,4,25.7742,6.0,2024-05-15
RSP-2025-00694,52,Male,Gujarat,None,Unemployed,0.0,2,89.0896,10.0,2024-05-12
RSP-2025-00695,29,Female,Gujarat,Postgraduate,Employed,20579.62,3,34.8164,7.0,2024-03-16
RSP-2025-00696,78,Female,Karnataka,Primary,Student,0.0,3,108.6938,6.0,2024-05-08
RSP-2025-00697,42,Male,Maharashtra,Higher Secondary,Student,0.0,3,17.2087,5.0,2024-01-15
RSP-2025-00698,53,Female,Karnataka,Higher Secondary,Unemployed,0.0,3,35.1727,5.0,2024-03-29
RSP-2025-00699,71,Female,Maharashtra,,Employed,22426.63,9,124.8351,3.0,2024-06-14
RSP-2025-00700,31,Male,Karnataka,Primary,Employed,11715.05,4,60.0872,7.0,2024-06-18
RSP-2025-00701,58,Female,Tamil Nadu,None,Student,0.0,6,90.9896,10.0,2024-05-07
RSP-2025-00702,39,Female,West Bengal,Higher Secondary,Employed,15642.03,1,31.4149,5.0,2024-06-22
RSP-2025-00703,31,Male,West Bengal,None,Employed,111264.2,4,80.33,7.0,2024-01-26
RSP-2025-00704,27,Male,Maharashtra,Graduate,Employed,38981.0,7,93.6391,2.0,2024-03-01
RSP-2025-00705,39,Male,Uttar Pradesh,None,Unemployed,0.0,5,46.5076,9.0,2024-05-02
RSP-2025-00706,82,Female,Bihar,Postgraduate,Unemployed,0.0,1,105.4087,8.0,2024-03-07
RSP-2025-00707,24,Male,Gujarat,None,Student,2532.599,3,79.5913,5.0,2024-05-29
RSP-2025-00708,81,Female,Gujarat,Postgraduate,Employed,23024.72,7,55.0546,2.0,2024-01-26
RSP-2025-00709,32,Female,Maharashtra,Primary,Employed,55600.19,1,74.3501,6.0,2024-03-23
RSP-2025-00710,48,Male,Karnataka,Higher Secondary,Student,0.0,4,76.5391,8.0,2024-04-17
RSP-2025-00711,22,Female,Uttar Pradesh,Secondary,Student,0.0,3,29.4538,7.0,2024-04-20
RSP-2025-00712,54,Male,Tamil Nadu,Secondary,Employed,91930.34,5,56.6129,8.0,2024-02-29
RSP-2025-00713,56,Female,Karnataka,Higher Secondary,Unemployed,0.0,2,49.8228,4.0,2024-02-08
RSP-2025-00714,55,Female,Karnataka,Secondary,Employed,44344.58,4,56.4034,3.0,2024-05-02
RSP-2025-00715,20,Male,Maharashtra,None,Retired,18117.85,4,97.6472,7.0,2024-02-05
RSP-2025-00716,66,Male,Maharashtra,Primary,Employed,34064.98,4,65.7506,2.0,2024-01-21
RSP-2025-00717,40,Male,Gujarat,Primary,Retired,32932.7,6,118.1662,5.0,2024-06-17
RSP-2025-00718,78,Male,Maharashtra,Higher Secondary,Self-Employed,7877.2,8,44.1259,7.0,2024-04-27
RSP-2025-00719,73,Male,Maharashtra,Secondary,Unemployed,0.0,5,58.0981,1.0,2024-02-17
RSP-2025-00720,70,Male,Maharashtra,None,Employed,62250.32,3,100.6066,4.0,2024-01-26
RSP-2025-00721,73,Other,Gujarat,Primary,Unemployed,2078.16,4,73.0198,2.0,2024-02-05
RSP-2025-00722,84,Male,Tamil Nadu,Primary,Employed,13141.42,4,73.1347,6.0,2024-05-31
RSP-2025-00723,47,Male,Tamil Nadu,Graduate,Employed,33722.31,4,16.6074,1.0,2024-05-07
RSP-2025-00724,67,Female,Bihar,Graduate,Self-Employed,28462.81,7,56.1397,7.0,2024-05-28
RSP-2025-00725,36,Male,Bihar,Primary,Retired,33900.49,5,41.499,3.0,2024-05-25
RSP-2025-00726,35,Female,Maharashtra,Higher Secondary,Unemployed,0.0,5,124.9239,1.0,2024-01-15
RSP-2025-00727,84,Female,Bihar,Postgraduate,Self-Employed,37386.19,6,45.8067,8.0,2024-03-19
RSP-2025-00728,84,Female,Gujarat,Postgraduate,Employed,68923.24,2,111.7749,7.0,2024-05-13
RSP-2025-00729,18,Male,Tamil Nadu,None,Employed,38920.14,7,87.9288,2.0,2024-06-19
RSP-2025-00730,76,Male,Karnataka,Primary,Employed,13598.62,3,49.5349,7.0,2024-06-07
RSP-2025-00731,76,Male,Tamil Nadu,Primary,Self-Employed,65229.42,5,72.7347,3.0,2024-01-28
RSP-2025-00732,38,Female,Tamil Nadu,Primary,Retired,78151.1,3,106.7414,9.0,2024-05-15
RSP-2025-00733,69,Male,Gujarat,Higher Secondary,Self-Employed,208738.36,3,111.6457,8.0,2024-06-05
RSP-2025-00734,23,Male,Bihar,Graduate,Employed,12961.37,6,28.8651,5.0,2024-05-28
RSP-2025-00735,17,Other,Karnataka,Primary,Employed,31504.11,7,49.3811,7.0,2024-04-29
RSP-2025-00736,45,Male,Gujarat,Primary,Unemployed,0.0,1,48.8831,3.0,2024-03-28
RSP-2025-00737,54,Male,Maharashtra,Secondary,Employed,38543.66,2,15.3141,1.0,2024-06-26
RSP-2025-00738,50,Male,West Bengal,Higher Secondary,Student,0.0,4,78.9982,1.0,2024-01-31
RSP-2025-00739,38,Female,Tamil Nadu,None,Student,0.0,3,108.3769,2.0,2024-02-16
RSP-2025-00740,20,Male,West Bengal,Primary,Self-Employed,16260.6,4,54.1903,8.0,2024-02-03
RSP-2025-00741,80,Female,Gujarat,Secondary,Employed,,3,95.2341,1.0,2024-01-02
RSP-2025-00742,18,Female,Gujarat,,Employed,19804.78,8,82.3717,5.0,2024-04-15
RSP-2025-00743,20,Male,Gujarat,None,Employed,,6,53.5118,9.0,2024-04-03
RSP-2025-00744,65,Female,West Bengal,Primary,Employed,43836.17,3,26.6513,9.0,2024-03-12
RSP-2025-00745,76,Male,Gujarat,Primary,Employed,7028.27,1,91.7176,2.0,2024-02-21
RSP-2025-00746,71,Male,Maharashtra,Secondary,Self-Employed,27405.46,2,108.3477,7.0,2024-05-14
RSP-2025-00747,80,Female,Gujarat,Higher Secondary,Self-Employed,,3,89.0303,1.0,2024-05-26
RSP-2025-00748,22,Female,Uttar Pradesh,Primary,Employed,,6,12.5471,3.0,2024-03-30
RSP-2025-00749,40,Female,Bihar,Postgraduate,Employed,78291.62,4,35.2587,6.0,2024-04-01
RSP-2025-00750,65,Female,West Bengal,Primary,Employed,34010.38,3,18.4555,9.0,2024-05-22
RSP-2025-00751,59,Male,Uttar Pradesh,Postgraduate,Employed,15347.83,9,75.8092,10.0,2024-03-18
RSP-2025-00752,58,Male,Gujarat,None,Student,0.0,7,97.1167,2.0,2024-06-24
RSP-2025-00753,19,Male,Maharashtra,None,Employed,27220.1,4,23.1613,7.0,2024-05-04
RSP-2025-00754,84,Male,Tamil Nadu,Graduate,Employed,36578.27,1,106.4897,4.0,2024-05-21
RSP-2025-00755,40,Male,Karnataka,Graduate,Employed,11065.0,2,74.1058,2.0,2024-05-10
RSP-2025-00756,82,Male,Bihar,Postgraduate,Student,0.0,2,89.5015,3.0,2024-02-19
RSP-2025-00757,33,Male,Karnataka,,Unemployed,463.85,4,121.7255,6.0,2024-04-02
RSP-2025-00758,34,Male,Gujarat,Primary,Employed,17864.58,7,20.0815,10.0,2024-05-03
RSP-2025-00759,26,Female,Bihar,Primary,Unemployed,0.0,3,113.6902,9.0,2024-02-23
RSP-2025-00760,61,Female,Bihar,Graduate,Self-Employed,40605.65,4,24.9388,8.0,2024-05-13
RSP-2025-00761,15,Male,Maharashtra,Postgraduate,Retired,27301.86,4,55.4938,10.0,2024-06-25
RSP-2025-00762,28,Female,Bihar,Primary,Employed,10790.1,4,107.9897,9.0,2024-05-30
RSP-2025-00763,78,Female,West Bengal,Primary,Student,0.0,5,114.2661,4.0,2024-03-18
RSP-2025-00764,52,Male,Uttar Pradesh,Higher Secondary,Retired,30611.84,7,68.4796,4.0,2024-03-18
RSP-2025-00765,51,Female,Uttar Pradesh,Secondary,Retired,25555.46,3,78.525,9.0,2024-01-20
RSP-2025-00766,25,Female,Uttar Pradesh,Graduate,Self-Employed,18463.84,3,91.5829,8.0,2024-03-31
RSP-2025-00767,17,Female,West Bengal,Graduate,Self-Employed,19681.97,3,105.8509,2.0,2024-04-08
RSP-2025-00768,47,Male,Karnataka,Secondary,Employed,42298.6,6,24.413,8.0,2024-06-21
RSP-2025-00769,20,Female,Maharashtra,Primary,Self-Employed,19216.02,5,103.2529,1.0,2024-02-25
RSP-2025-00770,64,Male,Bihar,Higher Secondary,Unemployed,0.0,6,65.6061,9.0,2024-01-02
RSP-2025-00771,24,Female,West Bengal,Higher Secondary,Self-Employed,110244.82,1,62.0964,9.0,2024-04-14
